system:index,POINT_ID,VH_20250101,VH_20250111,VH_20250121,VH_20250131,VH_20250210,VH_20250220,VH_20250302,VH_20250312,VH_20250322,VH_20250401,VH_20250411,VH_20250421,VH_20250501,VH_20250511,VH_20250521,VH_20250531,VH_20250610,VH_20250620,VH_20250630,VH_20250710,VH_20250720,VV_20250101,VV_20250111,VV_20250121,VV_20250131,VV_20250210,VV_20250220,VV_20250302,VV_20250312,VV_20250322,VV_20250401,VV_20250411,VV_20250421,VV_20250501,VV_20250511,VV_20250521,VV_20250531,VV_20250610,VV_20250620,VV_20250630,VV_20250710,VV_20250720,crop,.geo
150,154,,,,,,,,,,-21.560777393522013,-22.186819383089617,,-30.751107153449524,-30.290368960914034,-23.185639190374758,-21.046113274042305,-16.255560642782267,-17.381653528501364,-16.27964053066139,-20.970325755587005,-18.98325081723945,,,,,,,,,,-13.170432372263301,-12.357026153618285,,-15.676546675698146,-15.01643487492154,-10.720190536457153,-6.825455112206802,-8.58205572402697,-9.313640068111026,-10.869674177741782,-10.808246153656151,-13.371155396763928,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.16947,51.605109977319046],[71.1693890599676,51.60510281419391],[71.16931456283338,51.60508189500977],[71.16925243861853,51.60504888495103],[71.16920763242206,51.60500641164129],[71.16918371078744,51.60495785597721],[71.16918257781495,51.60490708300264],[71.1692043236147,51.60485813424695],[71.16924721715694,51.60481490601927],[71.16930784408221,51.60478083926581],[71.1693813784947,51.60475864567709],[71.16946196710128,51.60475009184456],[71.16954319511919,51.604755858645625],[71.16961859687086,51.60477548704814],[71.16968217042917,51.60480741464775],[71.16972885535449,51.60484910003021],[71.1697549355008,51.604897225060775],[71.16975833482907,51.60494795900101],[71.16973878267842,51.60499726343121],[71.169697835334,51.60504121370796],[71.16963875216729,51.60507631136916],[71.16956623620163,51.60509976261783],[71.16948605975068,51.60510970071563],[71.16947,51.605109977319046]]]}"
151,155,,,,,,,,,,-19.15121901448468,-19.94714971855706,,-27.219871037716462,-25.597049940208972,-23.867754672730015,-21.837533681155044,-20.639318555074123,-18.278317656329353,-18.636812608209823,-18.494460402250244,-20.275976266556576,,,,,,,,,,-9.976506208939307,-9.391194278861947,,-12.687187533941616,-11.9490110913858,-12.109561966290466,-13.44386557494448,-11.66688988067316,-13.754060053746018,-11.271262384567427,-13.783447469170138,-14.647228503147868,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.18312,51.61953997731904],[71.1830390342329,51.619532814193896],[71.18296451341253,51.61951189500971],[71.18290236944551,51.61947888495093],[71.18285754900316,51.61943641164114],[71.18283361976289,51.61938785597703],[71.18283248643036,51.619337083002456],[71.18285423914422,51.6192881342468],[71.18289714632436,51.619244906019155],[71.1829577925257,51.61921083926574],[71.18303135031805,51.61918864567706],[71.18311196454728,51.61918009184456],[71.18319321839112,51.619185858645615],[71.18326864411637,51.619205487048085],[71.1833322378876,51.619237414647664],[71.18337893765623,51.61927910003007],[71.18340502609475,51.61932722506059],[71.18340842650399,51.619377959000836],[71.18338886813697,51.61942726343104],[71.18334790777361,51.61947121370785],[71.18328880582162,51.6195063113691],[71.18321626679973,51.61952976261782],[71.18313606485685,51.61953970071563],[71.18312,51.61953997731904]]]}"
152,156,,,,,,,,,,-20.797713851554718,-21.451631281609625,,-25.515206562117026,-20.905133556665156,-20.695708684360277,-22.742688213797166,-17.247079784916895,-20.835812762765322,-18.221604386871928,-19.322455579720287,-19.062877641565656,,,,,,,,,,-12.421426464529596,-10.920266346276973,,-14.51246536086587,-13.757851998759248,-12.222060240390249,-6.508484949317633,-7.134142895212358,-9.744589392718147,-8.137260074989467,-8.79949910023633,-13.126371769998585,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.13513,51.64403997731903],[71.1350489904899,51.64403281419388],[71.1349744294086,51.64401189500962],[71.13491225186752,51.643978884950755],[71.13486740721049,51.64393641164088],[71.13484346504242,51.64388785597672],[71.13484233109787,51.64383708300214],[71.13486409556413,51.643788134246535],[71.1349070259255,51.64374490601897],[71.13496770489165,51.64371083926564],[71.1350413024243,51.64368864567703],[71.13512196020605,51.64368009184456],[71.13520325794799,51.6436858586456],[71.13527872442266,51.643705487047995],[71.13534235255112,51.64373741464748],[71.13538907754996,51.6437791000298],[71.1354151800833,51.64382722506028],[71.13541858232992,51.64387795900051],[71.13539901339651,51.64392726343077],[71.13535803090397,51.643971213707644],[71.13529889702144,51.64400631136899],[71.13522631880932,51.644029762617784],[71.13514607353613,51.644039700715624],[71.13513,51.64403997731903]]]}"
153,157,,,,,,,,,,-23.837492827280933,-21.171555041335164,,-22.75648310781691,-23.04361052324922,-21.056938308530977,-22.571617218515474,-13.469938703792646,-20.83659181263169,-18.84503404364636,-21.304901038077073,-22.654853991858424,,,,,,,,,,-12.476805356574646,-12.342090770293607,,-11.742468819202696,-11.408637310481248,-11.412295407827783,-14.468011019797286,-8.736481292679144,-14.279329563407705,-13.562474433776687,-14.742824525002069,-16.596004494841843,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.07121,51.73301997731904],[71.07112883109916,51.73301281419379],[71.07105412331498,51.73299189500929],[71.07099182343671,51.7329588849501],[71.07094689054628,51.732916411639934],[71.07092290127179,51.732867855975606],[71.07092176509718,51.73281708300102],[71.07094357238687,51.732768134245575],[71.07098658721608,51.73272490601829],[71.07104738557062,51.73269083926528],[71.07112112790901,51.73266864567693],[71.0712019443875,51.73266009184456],[71.07128340208529,51.732665858645525],[71.07135901704282,51.732685487047696],[71.07142277036219,51.73271741464687],[71.07146958729489,51.7327591000289],[71.07149574118691,51.732807225059176],[71.07149915012863,51.73285795899938],[71.0714795426934,51.73290726342979],[71.07143847956652,51.73295121370694],[71.07137922933545,51.73298631136859],[71.07130650832192,51.73300976261766],[71.07122610516171,51.733019700715616],[71.07121,51.73301997731904]]]}"
154,158,,,,,,,,,,-23.722636805019935,-21.913754860746224,,-19.740228341390715,-22.804853717393005,-22.57274693087802,-23.057006999350087,-16.893038973968356,-20.821908149749024,-18.763201358446757,-17.813453618480672,-22.159046404255633,,,,,,,,,,-12.288754999218838,-13.16148424948872,,-12.284094390787251,-11.715360711646401,-10.00395249408451,-11.82064074301143,-7.921362406103806,-12.473242274492073,-14.066581877016821,-13.511179271477639,-13.276646181161663,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.08380999999999,51.736999977319044],[71.08372882395051,51.73699281419378],[71.08365410958673,51.736971895009276],[71.08359180422165,51.736938884950085],[71.08354686737398,51.736896411639904],[71.08352287598677,51.73684785597557],[71.08352173971214,51.736797083000965],[71.08354354892246,51.73674813424553],[71.08358656754004,51.736704906018275],[71.08364737124914,51.736670839265265],[71.08372112008203,51.73664864567692],[71.08380194367803,51.73664009184456],[71.08388340854982,51.73664585864552],[71.08395903016678,51.73666548704768],[71.08402278910094,51.736697414646855],[71.08406961015685,51.736739100028856],[71.0840957663523,51.73678722505913],[71.08409917559429,51.73683795899933],[71.08407956643227,51.73688726342975],[71.08403849968894,51.73693121370692],[71.08397924423967,51.73696631136859],[71.08390651682154,51.73698976261765],[71.0838261065801,51.73699970071562],[71.08380999999999,51.736999977319044]]]}"
155,159,,,,,,,,,,-25.399364873513147,-22.08626853194715,,-24.361270201931866,-22.649568088088724,-24.102372705038107,-22.56024309286378,-17.115298472964668,-21.44620580630285,-20.39667834477734,-18.43417178714175,-22.575820459547657,,,,,,,,,,-15.033320831818505,-14.125734318957031,,-10.67362256702506,-12.421853952152107,-10.258637199805053,-13.425808850742174,-10.64363536248587,-13.552296081478755,-12.834249113235575,-15.953810838365952,-14.255999190673407,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.1023,51.74235997731904],[71.1022188143206,51.742352814193765],[71.10214409109345,51.74233189500925],[71.10208177833711,51.742298884950046],[71.10203683615863,51.742256411639836],[71.10201284192537,51.7422078559755],[71.10201170551602,51.74215708300089],[71.1020335173136,51.74210813424548],[71.10207654103448,51.74206490601823],[71.10213735195669,51.74203083926525],[71.10221110953832,51.74200864567691],[71.10229194272235,51.74200009184455],[71.10237341725819,51.74200585864552],[71.10244904784608,51.74202548704766],[71.10251281434391,51.74205741464681],[71.10255964095418,51.7420991000288],[71.10258580025258,51.74214722505907],[71.10258920989908,51.742197958999256],[71.10256959841088,51.74224726342969],[71.10252852679587,51.742291213706864],[71.10246926431715,51.74232631136856],[71.10239652827136,51.74234976261765],[71.10231610849085,51.74235970071562],[71.1023,51.74235997731904]]]}"
156,160,,,,,,,,,,-21.50746524464136,-20.659856578303202,,-25.072660275442924,-22.145828139949323,-24.022828957963842,-26.714246219852225,-21.13623807322403,-25.11563214906106,-22.29536550539704,-25.797694477387783,-26.342177922937687,,,,,,,,,,-10.003846769027888,-10.918160765293795,,-13.849478265052651,-13.096887178614432,-12.635112767472469,-14.168130072528227,-10.251227063061481,-11.911205605858019,-12.509888804461024,-12.138725553771447,-13.29208731614111,пар,"{""type"":""Polygon"",""coordinates"":[[[71.15667,51.75283997731904],[71.15658879548326,51.752832814193766],[71.15651405491828,51.75281189500922],[71.15645172770373,51.75277888494997],[71.15640677509752,51.75273641163973],[71.15638277529708,51.75268785597536],[71.15638163862418,51.752637083000764],[71.15640345548277,51.75258813424536],[71.15644648918634,51.752544906018144],[71.15650731421826,51.752510839265206],[71.15658108891351,51.752488645676905],[71.15666194085284,51.75248009184456],[71.15674343429282,51.75248585864551],[71.1568190824289,51.752505487047635],[71.1568828637222,51.75253741464674],[71.15692970119754,51.752579100028704],[71.15695586656568,51.75262722505894],[71.15695927700342,51.75267795899912],[71.15693966096495,51.75272726342958],[71.15689857982031,51.75277121370678],[71.15683930359111,51.75280631136851],[71.15676655066858,51.75282976261764],[71.15668611222847,51.75283970071562],[71.15667,51.75283997731904]]]}"
157,161,,,,,,,,,,-23.730059823411317,-20.98936566018778,,-23.624067171399137,-20.04110397592683,-21.555780621657398,-23.95039213445555,-18.897380041656195,-16.72843401604669,-16.23396969476092,-18.356614453265347,-22.236856678180732,,,,,,,,,,-10.882735962690438,-11.28651295473431,,-11.483427288294306,-11.81700918081922,-11.484786089059192,-10.178410180160911,-7.383432251133329,-11.465688699472206,-11.302515159614401,-12.36666740260712,-15.846396807355184,лен,"{""type"":""Polygon"",""coordinates"":[[[71.16111000000001,51.76127997731904],[71.1610287803044,51.76127281419375],[71.16095402576885,51.76125189500919],[71.16089168690407,51.7612188849499],[71.16084672589537,51.76117641163965],[71.16082272160895,51.76112785597526],[71.16082158472368,51.76107708300066],[71.16084340566036,51.761028134245265],[71.16088644740783,51.760984906018074],[71.16094728380918,51.76095083926516],[71.16102107229436,51.760928645676884],[71.16110193934644,51.76092009184456],[71.16118344801909,51.7609258586455],[71.16125911029525,51.76094548704761],[71.16132290351057,51.76097741464668],[71.16136974974077,51.76101910002861],[71.16139591999983,51.76106722505883],[71.16139933107515,51.76111795899902],[71.16137971137013,51.76116726342947],[71.16133862254665,51.761211213706716],[71.16127933523754,51.761246311368474],[71.16120656871595,51.761269762617616],[71.16112611524018,51.76127970071562],[71.16111000000001,51.76127997731904]]]}"
158,162,,,,,,,,,,-20.30598233248425,-19.149535561462887,,-20.377988210502274,-19.573021733907204,-24.413962908224207,-22.02965103034921,-15.181496075407336,-16.116955207537732,-17.20663670540042,-19.558092758916224,-20.570938114440594,,,,,,,,,,-9.606572508231121,-10.617789306781882,,-12.168691751669312,-11.67338389900548,-12.836517807940622,-12.240768789292499,-10.204984013831213,-12.149208648003606,-10.662160502240292,-11.586471041283673,-15.673032470112817,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.1399,51.774009977319025],[71.13981875739617,51.77400281419373],[71.13974398177591,51.77398189500912],[71.13968162532836,51.7739488849498],[71.13963665163841,51.773906411639494],[71.1396126405817,51.77385785597508],[71.1396115033759,51.773807083000484],[71.13963333046735,51.77375813424512],[71.13967638435486,51.773714906017965],[71.13973723791517,51.77368083926511],[71.13981104721235,51.77365864567686],[71.13989193707293,51.77365009184455],[71.13997346873505,51.773655858645476],[71.14004915235174,51.77367548704755],[71.14011296355994,51.77370741464658],[71.14015982300324,51.77374910002847],[71.14018600064378,51.77379722505866],[71.14018941268134,51.77384795899885],[71.14016978744269,51.77389726342932],[71.14012868703014,51.7739412137066],[71.14006938299897,51.7739763113684],[71.13999659595345,51.773999762617585],[71.13991611978554,51.77400970071561],[71.1399,51.774009977319025]]]}"
159,163,,,,,,,,,,-20.05020501019082,-20.644253349787647,,-23.265649663516484,-25.075315196185485,-21.074255029786563,-22.853393819834622,-16.374174137937327,-17.669562528323514,-17.28811771722304,-19.255221332855733,-22.227377212682097,,,,,,,,,,-8.990749665463174,-9.690350493112955,,-11.99959163829397,-11.690997577220243,-12.187405623988026,-13.31931013641685,-9.626016577309539,-12.312406378894972,-10.527274588623762,-15.937250834781313,-15.458023836050709,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.08863,51.76797997731903],[71.08854876824954,51.76797281419374],[71.08847400261872,51.767951895009155],[71.08841165450147,51.76791888494986],[71.0883666868196,51.76787641163958],[71.08834267897049,51.76782785597517],[71.08834154191655,51.767777083000574],[71.08836336609201,51.767728134245196],[71.08840641422786,51.76768490601803],[71.08846725965866,51.767650839265144],[71.0885410590956,51.767628645676886],[71.08862193815006,51.76762009184457],[71.0887034589203,51.767625858645495],[71.08877913242637,51.76764548704759],[71.08884293510995,51.767677414646634],[71.08888978829322,51.767719100028536],[71.08891596243657,51.76776722505875],[71.08891937401825,51.76781795899895],[71.08889975140131,51.76786726342941],[71.08885865647937,51.76791121370667],[71.08879936037073,51.76794631136845],[71.08872658304897,51.76796976261761],[71.08864611763205,51.76797970071562],[71.08863,51.76797997731903]]]}"
160,164,,,,,,,,,,-26.198218309256553,-20.502181245911682,,-23.238802089776996,-22.337579081562765,-23.20907971332321,-24.33673633126871,-14.267362564189915,-21.782651543733866,-15.791826845451567,-18.043216838922504,-21.898404022318303,,,,,,,,,,-11.527826169073128,-12.560594310174597,,-11.997983952087333,-12.244404074591074,-12.722313034163603,-13.176486390743952,-8.22748794706804,-12.9674423707019,-12.024377091806524,-14.57537731968524,-15.544493758638785,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.08254,51.76044997731902],[71.08245878179744,51.760442814193745],[71.08238402863607,51.76042189500918],[71.08232169091725,51.760388884949904],[71.08227673073503,51.76034641163965],[71.08225272688988,51.76029785597525],[71.08225159002549,51.760247083000664],[71.08227341056104,51.76019813424527],[71.0823164515173,51.76015490601808],[71.08237728680031,51.76012083926516],[71.08245107392906,51.76009864567688],[71.08253193949461,51.76009009184456],[71.08261344666893,51.76009585864549],[71.08268910755423,51.7601154870476],[71.08275289959685,51.76014741464667],[71.08279974496593,51.760189100028605],[71.08282591474389,51.76023722505883],[71.08282932575649,51.760287958999015],[71.08280970641214,51.76033726342948],[71.08276861834396,51.760381213706715],[71.08270933212471,51.76041631136847],[71.08263656694076,51.76043976261761],[71.08255611494394,51.76044970071561],[71.08254,51.76044997731902]]]}"
161,165,,,,,,,,,,-23.20425370173401,-21.516771100384453,,-24.578105213350543,-28.515178393964206,-21.24071059162816,-20.77999478900597,-21.512370935629416,-23.212386677970606,-19.61631216797327,-21.831012099347706,-22.001703784273737,,,,,,,,,,-11.959587501926173,-11.605327683023384,,-14.0371521638573,-12.067732205696915,-14.974365273995174,-12.219915568398433,-12.057104948135708,-17.56043014559849,-12.348897568263897,-12.495384136324205,-12.576314239769806,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.11911,51.701559977319036],[71.11902888754776,51.70155281419381],[71.11895423171875,51.7015318950094],[71.11889197516646,51.70149888495034],[71.11884707352411,51.70145641164027],[71.11882310093245,51.70140785597601],[71.11882196554762,51.70135708300141],[71.11884375767129,51.70130813424591],[71.11888674258604,51.70126490601853],[71.1189474986589,51.70123083926541],[71.119021189714,51.701208645676964],[71.11910194998968,51.701200091844555],[71.11918335103874,51.701205858645544],[71.11925891341075,51.7012254870478],[71.11932262239347,51.70125741464709],[71.11936940676758,51.70129910002922],[71.1193955424708,51.70134722505957],[71.11939894904144,51.70139795899978],[71.11937935524172,51.70144726343013],[71.11933832067167,51.70149121370719],[71.11927911164571,51.701526311368724],[71.11920644120562,51.70154976261769],[71.11912609396146,51.70155970071562],[71.11911,51.701559977319036]]]}"
162,166,,,,,,,,,,-21.384008859677362,-21.270775962926727,,-28.52428719560733,-21.72351681132975,-21.62870236134319,-24.28996886011435,-19.763741103348835,-18.952209545886483,-18.957888170180656,-21.76413833812448,-21.321643302910005,,,,,,,,,,-11.674495042246068,-11.44124205156825,,-16.257058516492105,-13.174321700496838,-11.381232568402712,-12.449061548231162,-9.871614569758341,-10.269863132211531,-10.709371121786718,-11.937482714489553,-13.828925439309653,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.12651,51.696409977319036],[71.12642889677858,51.69640281419382],[71.12635424944557,51.69638189500943],[71.12629199997824,51.69634888495037],[71.12624710344576,51.69630641164033],[71.12622313358219,51.69625785597607],[71.12622199832651,51.69620708300148],[71.12624378797014,51.69615813424597],[71.12628676799307,51.69611490601857],[71.12634751715179,51.696080839265434],[71.12642119982073,51.69605864567697],[71.12650195090578,51.69605009184456],[71.12658334269129,51.69605585864556],[71.12665889646416,51.69607548704783],[71.12672259819668,51.69610741464713],[71.1267693772466,51.69614910002927],[71.1267955099755,51.696197225059635],[71.12679891615839,51.696247958999855],[71.12677932458843,51.696297263430196],[71.12673829468818,51.696341213707235],[71.12667909240034,51.69637631136876],[71.12660643023032,51.69639976261771],[71.1265260921299,51.69640970071563],[71.12651,51.696409977319036]]]}"
163,167,,,,,,,,,,-24.720402481314633,-21.032611769407513,,-25.367668033717617,-23.258214841367863,-23.268018009234982,-22.698687554896463,-15.376209979040542,-16.243955443920033,-16.61430209816876,-18.869328934869625,-19.609758746768406,,,,,,,,,,-13.482000941827739,-11.639890436923052,,-11.565580682952032,-10.524078101560258,-11.335914447094229,-12.220660136425202,-9.26856213801072,-12.319038325895226,-10.901646923953642,-14.121507579248927,-14.660775219290086,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.11596000000002,51.697249977319025],[71.11587889527317,51.697242814193814],[71.11580424655459,51.69722189500942],[71.11574199593178,51.697188884950364],[71.11569709856595,51.69714641164032],[71.11567312825747,51.69709785597605],[71.11567199298074,51.69704708300145],[71.11569378302882,51.69699813424595],[71.11573676384954,51.696954906018554],[71.11579751413586,51.69692083926542],[71.11587119817246,51.69689864567697],[71.1159519507564,51.69689009184456],[71.11603334405265,51.69689585864554],[71.11610889922794,51.69691548704782],[71.11617260214287,51.69694741464711],[71.11621938206109,51.69698910002925],[71.11624551527505,51.69703722505962],[71.11624892152118,51.69708795899982],[71.11622932958758,51.69713726343017],[71.11618829892575,51.69718121370722],[71.116129095539,51.69721631136875],[71.11605643202026,51.6972397626177],[71.11597609242862,51.69724970071561],[71.11596000000002,51.697249977319025]]]}"
164,168,,,,,,,,,,-26.56352929319309,-20.820234168913853,,-22.253471207049948,-20.209010325608244,-23.063988976148508,-20.801212426783472,-15.35029547653676,-18.92977433993475,-16.880768355793634,-21.777743841923915,-18.08512416947014,,,,,,,,,,-14.315618735624094,-12.476395461351371,,-11.499780340310325,-10.132828201872794,-11.377603195587266,-13.240144463316467,-11.36128438763848,-12.720538364241822,-13.348103809319394,-14.361426140863914,-13.145598747043069,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.11245,51.693589977319036],[71.11236890183196,51.69358281419381],[71.11229425915009,51.69356189500943],[71.11223201356137,51.693528884950396],[71.11218711982626,51.69348641164035],[71.11216315145616,51.69343785597611],[71.1121620162712,51.69338708300152],[71.11218380455715,51.693338134246005],[71.11222678190208,51.69329490601859],[71.11228752727565,51.69326083926544],[71.11236120535362,51.69323864567697],[71.1124419514073,51.69323009184456],[71.1125233381215,51.69323585864556],[71.11259888718683,51.693255487047836],[71.11266258495024,51.693287414647145],[71.11270936108548,51.693329100029295],[71.11273549218606,51.69337722505967],[71.1127388981567,51.693427958999884],[71.11271930780742,51.69347726343023],[71.11267828046363,51.69352121370724],[71.11261908186452,51.69355631136877],[71.11254642422195,51.69357976261771],[71.11246609112725,51.69358970071562],[71.11245,51.693589977319036]]]}"
165,169,,,,,,,,,,-22.622038587145383,-19.494085002871614,,-26.627891876351754,-23.44486158386981,-21.508668764014978,-22.39036405661272,-15.626470358791046,-19.43983307271969,-18.218230705626098,-23.335422128293512,-20.966299813914855,,,,,,,,,,-11.422887633281043,-10.589607977248159,,-13.609536784713956,-10.351874205741757,-10.822322525830094,-12.151271110629981,-12.167663756464925,-13.384534391462397,-14.72055659684124,-15.282299937714178,-14.397286735659767,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.10917,51.69076997731904],[71.10908890688452,51.69076281419383],[71.109014268853,51.69074189500946],[71.10895202714228,51.69070888495042],[71.10890713620411,51.690666411640386],[71.10888316932724,51.69061785597615],[71.10888203421295,51.690567083001554],[71.10890382114142,51.69051813424604],[71.1089467958088,51.69047490601863],[71.10900753739787,51.690440839265456],[71.10908121088562,51.690418645676985],[71.10916195190875,51.69041009184457],[71.10924333355247,51.690415858645565],[71.10931887791102,51.69043548704786],[71.10938257170599,51.690467414647166],[71.10942934492698,51.69050910002934],[71.10945547439955,51.69055722505972],[71.10945888015796,51.69060795899993],[71.10943929102915,51.69065726343025],[71.1093982662414,51.690701213707285],[71.10933907133045,51.69073631136879],[71.10926641821457,51.69075976261771],[71.10918609012474,51.69076970071563],[71.10917,51.69076997731904]]]}"
166,170,,,,,,,,,,-21.128922795895065,-21.174868231972162,,-27.55799848827291,-23.54129585419775,-21.914081839784124,-24.113693864260696,-16.918313079762374,-18.56788449330305,-14.700037733577027,-18.534276808991205,-19.51546039178495,,,,,,,,,,-12.762094326116255,-10.759702064490288,,-14.263289499152295,-12.808785252054545,-11.644411558651761,-11.536635878499142,-8.619569842779033,-10.838845888151988,-10.768833713322632,-13.875978032359392,-14.635993910152834,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.11515,51.687699977319035],[71.11506891238406,51.687692814193824],[71.1149942794143,51.68767189500945],[71.11493204192463,51.68763888495044],[71.11488715403081,51.68759641164041],[71.11486318877928,51.68754785597618],[71.11486205374196,51.68749708300158],[71.11488383919287,51.687448134246054],[71.11492681094582,51.687404906018635],[71.11498754841557,51.68737083926546],[71.115061216907,51.68734864567698],[71.11514195245454,51.68734009184456],[71.11522332857923,51.68734585864556],[71.1152988678146,51.68736548704785],[71.11536255729004,51.68739741464719],[71.11540932733901,51.687439100029366],[71.1154354550395,51.68748722505974],[71.11543886056691,51.687537958999954],[71.11541927276654,51.687587263430295],[71.11537825076097,51.6876312137073],[71.11531905986446,51.68766631136879],[71.11524641167571,51.687689762617715],[71.11516608903355,51.68769970071562],[71.11515,51.687699977319035]]]}"
167,171,,,,,,,,,,-24.88790271505319,-21.9965828874426,,-25.654154006467046,-20.99483151367559,-19.865498528004345,-21.75591991357951,-16.767021110531672,-18.61056703938347,-18.534088204742908,-22.960982996832282,-21.258674508944807,,,,,,,,,,-12.164116253777069,-11.859607740128672,,-13.987811561189305,-10.091490088525136,-11.206751646985255,-12.996683142805932,-11.64637147264666,-14.758169807919058,-11.834159702512828,-13.122139127109012,-15.556050515956029,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.1054,51.68753997731902],[71.10531891267067,51.68753281419382],[71.1052442799647,51.68751189500945],[71.10518204269499,51.68747888495044],[71.10513715495982,51.68743641164042],[71.10511318979299,51.68738785597617],[71.10511205475966,51.68733708300158],[71.10513384013359,51.68728813424606],[71.10517681173465,51.687244906018634],[71.10523754898973,51.68721083926547],[71.1053112172208,51.68718864567698],[71.10539195248298,51.68718009184455],[71.10547332832007,51.68718585864555],[71.10554886728846,51.68720548704785],[71.1056125565388,51.68723741464718],[71.10565932642247,51.68727910002936],[71.10568545403062,51.68732722505973],[71.10568885954599,51.68737795899995],[71.10566927181486,51.68742726343027],[71.10562824995425,51.6874712137073],[71.10556905926694,51.68750631136879],[71.10549641133497,51.687529762617714],[71.10541608897668,51.68753970071562],[71.1054,51.68753997731902]]]}"
168,172,,,,,,,,,,-23.24122854608891,-20.39852919214192,,-22.268886191550937,-19.816006341203252,-21.255437222499975,-19.76119820857761,-15.815700153226334,-17.775670407548514,-16.53620785923239,-19.984234267341602,-19.902931817602507,,,,,,,,,,-12.737938248927133,-11.45957469567438,,-11.254555723083332,-12.175955139847508,-11.702290012194869,-13.634998451994807,-11.921576736260844,-12.916411718167623,-12.58005864167787,-15.02652869150931,-15.110560588639116,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.10246000000001,51.68449997731903],[71.10237891811543,51.684492814193824],[71.10230429042083,51.68447189500946],[71.10224205733016,51.68443888495045],[71.10219717260905,51.68439641164045],[71.10217320905137,51.68434785597621],[71.10217207409421,51.68429708300163],[71.1021938580053,51.6842481342461],[71.10223682672094,51.684204906018664],[71.10229755989772,51.68417083926548],[71.10237122318223,51.68414864567698],[71.10245195302333,51.68414009184456],[71.10253332339634,51.68414585864556],[71.10260885729257,51.684165487047856],[71.10267254226639,51.68419741464721],[71.1027193090096,51.68423910002939],[71.10274543486334,51.68428722505978],[71.10274884015,51.68433795899999],[71.1027292537341,51.68438726343032],[71.10268823462795,51.68443121370732],[71.1026290479151,51.6844663113688],[71.10255640486122,51.68448976261772],[71.10247608789635,51.68449970071562],[71.10246000000001,51.68449997731903]]]}"
169,173,,,,,,,,,,-18.367252415450164,-18.849114535206702,,-25.089523307580524,-21.807467767684432,-22.761227206111123,-22.02504942339121,-16.253212652742786,-15.861893452407564,-16.26066381109478,-17.98240625103759,-19.897021126004265,,,,,,,,,,-8.589228135194356,-9.593805359738166,,-14.480480688589596,-11.123503800118739,-10.515401563620117,-12.528065990565365,-10.697647025018448,-11.76510737424922,-10.618728553036396,-13.324342881841286,-13.409001232478383,пшеница,"{""type"":""Polygon"",""coordinates"":[[[71.10313,51.67904997731903],[71.10304892787423,51.679042814193835],[71.10297430916161,51.679021895009484],[71.10291208356111,51.6789888849505],[71.10286720424213,51.67894641164051],[71.10284324356859,51.67889785597629],[71.10284210874796,51.67884708300169],[71.10286389003716,51.67879813424615],[71.1029068535812,51.6787549060187],[71.10296757944835,51.67872083926549],[71.10304123386703,51.67869864567699],[71.1031219539918,51.678690091844565],[71.10320331457142,51.67869585864556],[71.10327883937669,51.678715487047874],[71.10334251668563,51.67874741464724],[71.10338927780012,51.67878910002944],[71.10341540050939,51.67883722505985],[71.10341880538614,51.678887959000065],[71.10339922132754,51.678937263430385],[71.10335820715828,51.67898121370737],[71.10329902756895,51.67901631136883],[71.10322639325817,51.67903976261773],[71.10314608596003,51.679049700715616],[71.10313,51.67904997731903]]]}"
